reviewer_name,title,review,id
Achawla,Tried most of their services,"We stayed in the Hotel first in room with a balcony ,which is big sized room for the price they charge.  The next visit was then we stayed at a double bedroom which was also spacious but and clean .  The room facilities are very good as compared to the availability in Chikmagalur ( it's hard to find good accomodation here believe me I shifted all the way from Delhi )...  As far as the location goes it's shady and right next to the bus stop. But inside the hotel is very calm and nice.  Staff: the staff is Polite and friendly and the chef would can customise dishes from the menu according to your Platte.  We also had our Child's birthday in coffee shop which was nicely organised .  Chef made a not so bad cake, but again the dishes were served had no uniform quality.  The noodles",2
Rajikka,Overpriced,"Breakfast buffet average. Staff behaviour rude. Late checkin checkout charges are more. But room service, facility and hotel view are good. Not mush items in breakfast buffet. Irems are tasteless . Many better options hotels are available in the IG road.",2
gracevidhya,NOT RECOMMENDED,Early check in was charged INR 2500.The reception was poorly managed.Had to wait for 20 minutes after arriving to hear early check in would cost- and was made to pay instantly.Reception was rude and used inappropriate language to mention about their early check in. Being a tourism place-Hotel needs to accommodate guests arriving in various means of transportation by complimentary early check in.. and not insist in paying them immediately. Reception needs over all training be it in speaking or language used and body language.,2
Sreeharsha K,Nice stay,Clean room and wash room. Friendly staff. Good service. Restaurant ambience is good. Tasty food. Good parking facility. Good location. Nicely maintained property. Room tariff is little bit higher but it doesn’t matter.,2
SrabaniMukherjee,"Meeting with daughter ,an amazing time spent with my daughter.","Staffs are very much helpful, from  2018 I am staying at this hotel whenever I used to go to chikmagalur to meet with my daughter. I've spent there 3 days, ordered room service food. Safe place to stay",2
sbmprasad,Very Good,"Hotel it's very good and break fast also very nice we have lot of items in break fast we are happy for this but extra charges for staying extension it's very high, they are charging 2500rs this too high comparing others so please degrees your extras charges, other wise aadrika very good for staying.",2
santosh2498,stay at aadrika,"nice hotel location is nice. conveinient to get taxi from the hotel. market is nearby. good food, nice staff of reception, restuarant, housekeeping and travel desk is also gud. staff is really very helpful. nice place to stay",2
Sightseer32349533614,Chickmagalur Trip Jan 10 to Jan 12 2020,"Chickmagalur trip jan 10 to 12. A good and value for money stay at city centre.  Full marks for all aspects of property expect on taste of buffet (Breakfast).  Right from entry till exit was the pleasant, please continue with same service levels and upkeep property.",2
surao1981,Clean and quiet amidst city centre,"Clean rooms, good in house eateries, service was good, reception staff very efficient.  Over all for this town , it has a good compound space which keeps the hotel environment away from the hustle and gives good privacy at the city centre itself.",2
madhavandoraiswamy,GREAT AMBIENCE,Definitely worth its money.  Nice place for a family with a courteous set of staff.  would have been better if the morning breakfast for vegetarians and non vegetarians is served in separate halls. thoroughly enjoyed the stay,2
mesarath,Great place to stay in Chikmagalur,"The hotel is very good and well maintained. The staff is friendly,  rooms safe and neat.  The restaurant is clean and the food is tasty. Kids loved the place and wants to come back. Special Thanks to Mr. Lokesh who took care of all our requirements during our stay at the hotel.",2
Tour86037,Decent hotel,Aadrika is neat and clean with usual amenities. The complementary breakfast was nice but could have been earlier scheduled instead of 7:30 am. Room furniture was old and in a bad condition. Frosted glass on the bathroom wall facing room was an absolute no-no. Non veg restaurant food was quite tasty and prices reasonable.,2
tusharkantichakrabor,"Nice, clean and spacious","The entry road to the hotel from the main road was awful. But once you enter, you get a good feeling to see a clean and very spacious property. There was no help with luggage on arrival or during departure that hotel should take care of. Wifi service was pretty bad, need to improve there too. Restaurants were good and food had varieties.",2
